ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
4313,220000,2,2,1,39,0,1,0,1,-1,-1,22233,25765,26260,26308,25263,20381,14290,16629,17923,11446,13756,8797,0
4314,60000,2,2,2,27,1,0,0,-1,-1,0,33077,35313,35042,35561,32602,33219,10505,7227,26409,25707,16676,16778,1
4315,110000,2,1,1,30,1,0,0,0,0,-1,25220,30455,30385,30374,32635,36937,10962,14043,17571,13487,17720,25953,1
4316,160000,1,2,2,40,-1,-1,0,0,0,0,71896,68219,62257,65263,77937,80231,47769,26892,35278,21468,35164,52194,0
4317,370000,1,1,1,21,2,2,1,-1,0,0,158149,192590,165998,137913,155064,133235,75931,80723,16145,48357,53235,36856,0
4318,70000,2,1,1,38,-1,0,-1,-1,-1,-1,2821,1906,1963,2430,2538,2459,2690,1439,1092,1691,2114,1594,0
4319,290000,2,1,2,35,-1,-1,0,-1,-1,0,79225,83138,92066,95317,80577,95984,71404,70833,81264,70969,75272,82393,0
4320,40000,2,1,2,47,6,6,4,2,3,3,61570,70645,69386,70473,80045,85092,1231,1413,1388,1409,1601,1702,1
4321,150000,2,2,1,21,-1,0,-1,0,0,0,24071,25298,24942,27135,35197,37440,22472,18986,20426,21194,31187,29116,0
4322,60000,1,2,1,30,0,0,-1,-1,1,-1,33990,35706,39042,31010,31439,30622,14033,20261,14722,11919,22209,17245,1
4323,150000,1,1,2,36,-1,-1,-1,-1,-1,-1,23390,26744,28494,26727,30657,35354,22143,24661,28494,26727,26738,35354,0
4324,150000,1,1,1,47,0,-1,0,0,-1,-1,52069,54675,55350,53694,55673,45171,25938,24260,36413,31145,32960,26548,0
4325,200000,1,2,2,42,-1,-1,-1,-1,-1,-1,11378,10677,10106,9450,9345,9118,8222,6693,8746,6850,8640,7932,0
4326,180000,1,1,2,29,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
4327,90000,2,2,2,37,1,1,1,1,0,3,28642,26251,28767,26418,26496,30887,7330,8825,8261,3561,10054,1812,1
4328,80000,2,2,1,43,1,0,0,0,1,0,51930,51994,47977,52704,43822,38448,21660,19487,6261,20390,22537,15942,1
4329,180000,2,3,2,42,0,0,-1,1,0,-1,130658,117673,126763,143206,130779,106241,28453,59738,9809,61230,39446,53179,0
4330,320000,2,1,1,46,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
4331,40000,1,1,2,25,1,4,1,0,0,3,32139,37962,41562,43374,54848,56414,6276,759,4922,3443,6259,2324,1
4332,120000,2,1,1,52,-1,-1,0,-1,-1,-1,36162,35193,39014,33165,35730,38114,28353,31771,39014,28495,32999,27174,0
4333,60000,1,3,1,27,3,3,1,2,2,0,42584,49272,57773,53269,58843,56758,8916,6768,14561,1065,9311,7213,1
4334,110000,1,2,1,37,2,0,1,0,0,2,63076,60231,59810,48295,45060,55775,13535,19944,21042,16363,9447,10868,1
4335,70000,1,2,1,30,1,1,2,0,0,0,42839,38304,43029,41199,40371,48976,9836,8546,13109,24950,23903,16311,0
4336,140000,1,2,1,34,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,180000,2,2,2,32,1,0,0,-1,0,1,94859,99742,116889,120064,133121,168355,47300,56932,38057,65044,76717,79955,0
4338,50000,2,3,2,50,1,0,-1,0,1,0,16269,14803,16291,17591,19362,11096,13957,10634,11321,13120,15776,10425,0
4339,80000,2,1,1,24,0,0,0,-1,0,0,8673,8732,8017,7672,6546,6532,7253,4228,5235,3853,3445,3641,0
4340,120000,2,2,2,21,0,-1,-1,-1,0,0,76475,64017,66535,71890,70250,75533,56951,39009,34759,30671,34793,28287,1
4341,90000,2,4,2,26,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
4342,120000,2,1,1,26,1,0,0,1,0,0,74428,70575,75824,83890,107439,103160,14217,1412,22917,14075,48300,15974,0
4343,60000,2,1,2,40,-1,1,0,0,0,0,9106,9660,10388,8041,8873,7513,4651,6386,5626,4531,5536,3861,0
4344,140000,2,1,2,33,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4345,120000,1,3,2,38,-1,-1,1,-1,-1,0,15900,11973,9948,9351,9525,11395,10274,11062,6368,5877,7281,7581,1
4346,70000,2,5,1,38,-1,0,0,0,0,0,15075,12668,11527,10689,8092,9121,6808,6179,4370,7317,4805,3405,0
4347,60000,2,2,2,28,-1,-1,-1,-1,-1,0,11022,14730,15857,20518,20830,19506,7592,11631,10830,16158,13090,15834,0
4348,180000,1,4,2,29,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4349,300000,2,1,1,25,1,1,0,0,0,-1,106201,113388,131277,128745,111094,106867,14550,49088,79484,30530,47086,17336,1
4350,150000,2,2,1,41,1,1,-1,1,0,1,64743,53723,51096,41547,43045,47074,26174,28423,32591,12754,21934,18521,1
4351,170000,2,2,1,23,-1,0,0,0,-1,0,23045,23703,25592,26489,27831,27540,11839,9478,14879,18162,16599,14510,0
4352,100000,1,1,2,21,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
4353,110000,1,2,1,28,0,0,1,0,0,0,36473,40663,48348,40604,39403,44078,20449,23413,27890,30440,22372,34553,1
4354,80000,1,2,2,48,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4355,80000,2,2,2,27,-1,0,-1,0,0,-1,19118,20654,21092,21385,19794,13023,15258,20654,18919,13741,15865,12854,0
4356,160000,2,3,2,33,-1,-1,-1,-1,-1,0,37314,40946,40986,39008,39862,39887,28024,28332,23923,28784,33062,31507,0
4357,50000,2,1,1,25,1,0,1,0,1,1,18744,17395,15394,12698,14792,17750,6327,6543,6211,6061,5091,5327,1
4358,100000,2,1,1,22,-1,-1,-1,0,-1,0,13021,11568,12641,11721,14132,13985,9604,8479,5841,5771,11716,9697,0
4359,70000,1,3,1,27,0,-1,-1,0,0,0,19120,17627,15775,16465,11958,11398,16274,7241,10984,9573,9094,8531,0
4360,70000,1,2,1,39,3,4,3,3,1,1,51083,49454,46628,47140,43857,49815,1022,1129,3439,943,8834,996,0
4361,60000,2,2,1,21,1,1,-1,0,1,0,11358,13396,13973,13896,12779,14292,7252,5337,6277,8206,4821,5676,0
4362,40000,1,2,2,49,0,0,-1,0,1,0,29388,30740,26359,26532,26372,25690,7568,16918,14146,9492,14820,16106,1
4363,150000,2,3,2,21,-1,-1,0,0,-1,0,62287,58637,64310,67455,55808,56307,48096,36041,38104,65612,55808,38943,0
4364,120000,2,1,2,27,0,-1,-1,-1,0,-1,29742,25954,24676,26880,28859,34499,20156,19346,20535,22039,19239,24667,0
4365,230000,2,1,2,24,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
4366,210000,2,2,1,30,2,0,0,0,1,0,112127,127475,128531,130951,127105,134719,33606,35583,57844,31802,33743,27426,1
4367,130000,1,1,2,49,-1,0,-1,1,2,0,57838,64810,66050,72656,74459,94837,26319,38047,25958,35010,26876,25462,0
4368,180000,2,3,1,32,-1,0,0,0,-1,0,63253,63899,58371,71292,71025,57781,38368,36065,30930,56435,38126,25113,0
4369,170000,2,1,2,30,0,0,0,-1,-1,-1,33833,37913,35722,37864,34112,28873,21130,18370,15552,27885,24191,16436,0
4370,260000,1,2,1,40,0,2,0,2,2,0,57519,68645,61921,66013,88636,72875,13919,15201,10595,11147,27987,15979,0
4371,90000,2,2,2,26,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
4372,100000,2,1,2,35,0,0,-1,-1,-1,-1,10149,9055,9903,8966,10410,11835,8367,5844,7354,6320,5519,8207,0
4373,90000,1,1,1,48,-1,-1,-1,0,-1,0,2368,2195,1699,1576,1625,1791,1883,2195,1427,1109,1116,1604,0
4374,80000,1,1,1,41,5,2,1,0,1,0,78125,78141,73518,65316,75691,81744,1562,13391,25150,1306,1514,6967,1
4375,60000,1,2,2,38,1,1,0,1,0,0,35230,33123,34318,35385,37856,42271,6257,14467,13284,10350,12857,19295,1
4376,80000,1,1,1,37,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
4377,100000,1,3,2,30,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4378,70000,1,2,1,23,0,0,0,0,1,0,14770,13115,11441,12476,12845,12452,9357,8659,7995,6383,6985,7830,0
4379,80000,2,1,1,41,-1,0,-1,-1,0,-1,30880,37048,30994,25969,28669,26414,25305,33840,21126,20159,24203,14364,1
4380,50000,2,1,2,34,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
4381,240000,1,1,2,41,2,2,2,0,3,1,177454,187921,211247,259889,284717,271474,7956,44081,4225,32500,5694,5429,1
4382,70000,2,2,2,49,0,1,0,0,0,-1,41698,45392,37905,27737,34637,29384,13636,14024,22781,16258,19948,17117,0
4383,180000,1,3,2,48,1,1,-1,0,-1,0,58934,67830,61364,59476,66715,79403,30954,36119,5012,38598,33780,32259,1
4384,210000,2,2,2,35,-1,-1,0,0,0,-1,11095,9292,8369,7852,6657,7714,9647,8790,5953,7028,4476,5900,0
4385,100000,1,2,1,37,1,0,-1,-1,-1,0,51924,52529,44329,51955,42386,44553,16898,17469,20357,26868,15633,22483,0
4386,70000,1,2,2,26,-1,0,1,-1,0,0,416,375,332,392,389,344,346,270,198,278,205,222,0
4387,210000,2,2,1,29,0,0,-1,-1,0,-1,69062,75320,86894,81608,88007,79275,31040,31871,75919,55713,34971,43076,0
4388,170000,2,3,2,31,-1,1,0,1,-1,1,87059,92331,93912,104220,120653,134371,24296,33103,29888,36552,48101,51917,0
4389,220000,2,1,2,38,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
4390,140000,2,3,1,32,2,2,0,2,1,0,128040,105928,111374,102190,99672,104450,2561,2119,2227,2044,1993,17015,0
4391,140000,2,1,2,37,0,0,-1,0,-1,0,100287,79860,79115,81417,82057,83513,57330,27834,39849,33583,31757,41685,1
4392,130000,1,1,1,32,5,0,0,0,0,2,100143,81190,95005,93043,112764,114166,27851,15023,6644,11341,29728,21361,0
4393,210000,2,3,2,28,0,-1,-1,-1,-1,-1,9631,10151,10993,10461,10962,9643,9631,8297,8545,8940,7734,6397,0
4394,90000,2,2,1,40,-1,-1,-1,0,0,-1,24161,19655,19990,17292,19747,16013,18817,15291,13282,17051,18684,15600,0
4395,120000,2,1,2,37,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
4396,50000,2,1,1,29,0,0,0,0,0,0,6853,7735,7446,6658,6895,6705,4710,2640,2791,3066,3038,4007,0
4397,240000,1,1,2,38,1,0,0,0,-1,0,172069,220625,233011,212542,233422,246248,100044,134749,108010,89232,113463,163607,0
4398,150000,2,1,2,31,-1,1,0,0,0,0,24784,26221,23244,21794,23490,25281,17960,21643,16306,13726,11066,16651,0
4399,60000,2,6,1,43,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
4400,40000,1,2,2,49,-1,-1,-1,-1,-1,-1,13096,14910,11810,11971,12277,11969,11336,14910,9524,10152,11943,11969,0
4401,120000,2,2,2,30,0,0,1,0,0,1,42025,40150,40586,40998,41785,38640,22733,29179,23221,19984,18120,23590,1
4402,110000,1,2,2,37,0,-1,0,0,-1,1,23003,23424,18654,19029,18675,18050,17098,16332,12305,11280,9844,9947,0
4403,90000,2,1,2,40,-1,-1,-1,-1,-1,1,8658,9942,9878,9242,9358,11103,6586,6538,8241,5678,6933,8525,0
4404,100000,2,1,1,34,1,0,0,1,1,0,89624,99357,97404,95292,91894,90765,18564,18264,4272,23498,7074,13516,1
4405,190000,1,2,2,27,0,0,0,0,-1,0,80101,89064,103370,114236,127729,125508,51324,52074,80083,85446,74936,93760,0
4406,170000,2,2,2,36,2,1,2,0,2,0,114889,113871,124415,88309,84243,76341,2298,2277,26594,34604,41408,15280,1
4407,260000,1,1,1,41,-1,0,-1,-1,1,-1,39614,39517,37542,40078,38909,33788,32697,26868,26156,29460,20547,20061,0
4408,110000,1,2,2,21,0,1,-1,0,2,0,37824,32570,26809,27785,31387,37712,17507,14990,12469,15321,8973,20704,1
4409,280000,2,2,2,32,2,0,-1,-1,0,-1,89040,93320,99867,106284,94631,96181,55725,55819,60223,45346,30053,63884,0
4410,110000,2,1,1,44,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4411,100000,2,2,1,43,2,3,2,2,0,-1,78057,80913,73067,81569,72840,87950,1561,5516,1461,33091,8557,1759,0
4412,150000,2,2,2,23,1,0,0,0,0,0,15947,16766,13701,14178,16725,17742,7476,7026,8978,7378,10030,9408,0
4413,150000,2,5,1,21,0,0,0,0,0,1,55870,53550,48997,40739,45163,53662,18147,18895,21218,10585,19732,23815,1
4414,70000,1,3,1,45,0,-1,-1,0,0,0,5183,5703,6775,7031,8599,8461,2924,4885,5202,6190,7073,6412,0
4415,180000,2,1,2,21,0,-1,-1,-1,0,-1,58853,66172,75301,65205,72647,69379,23535,51175,35542,37229,35309,35095,0
4416,170000,1,1,2,28,-1,-1,0,0,0,0,66269,67135,66391,66268,65240,70956,51110,52609,56864,52579,42934,59923,0
4417,40000,2,2,1,42,1,3,1,0,3,-1,33775,33812,37204,39511,33767,34436,8561,14242,3349,12143,5124,689,1
4418,110000,2,2,2,47,0,-1,-1,-1,0,-1,30147,30243,33297,28378,30226,34305,8561,14449,20061,18548,15362,13106,0
4419,90000,1,3,1,26,-1,0,0,0,-1,-1,28190,26147,22275,18147,16294,15830,10863,10359,10621,6790,8106,5889,1
4420,250000,2,2,2,37,2,2,1,2,0,1,194320,219192,196992,165177,182569,201304,35724,35361,20594,74254,41254,44670,1
4421,110000,2,2,1,45,1,0,0,2,2,1,77347,84235,82569,73941,67286,63418,1547,16068,36413,28975,22576,29000,1
4422,80000,1,3,1,32,0,1,1,2,1,-1,51147,54092,51055,53838,51817,53540,17122,15226,11659,7981,6985,24550,0
4423,100000,2,2,1,31,2,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
4424,200000,2,2,2,50,0,-1,-1,0,-1,0,29102,25829,23315,21384,19975,19991,29102,20896,16422,19881,11085,13797,0
4425,150000,1,2,1,34,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4426,110000,2,2,2,21,0,1,1,1,-1,0,54865,65311,70314,70829,60808,63038,11249,27481,13580,24825,15547,13490,0
4427,150000,2,1,2,36,-1,0,-1,-1,0,1,59881,70554,85860,91577,71935,73444,37071,32847,51166,45962,53815,39571,0
4428,140000,1,1,1,40,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
4429,230000,1,1,1,45,-1,-1,-1,-1,0,0,113037,112140,87292,90715,92237,107588,87390,68804,46763,60487,54996,78000,0
4430,120000,2,2,2,41,-1,-1,-1,-1,-1,-1,9298,11744,12112,11022,10827,9729,8980,11575,11057,11022,8996,8112,0
4431,60000,2,2,1,39,-1,0,-1,0,0,-1,21396,22763,25465,22476,19842,19808,14208,12953,16224,11477,10936,8704,0
4432,110000,2,1,1,27,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
4433,100000,2,3,1,49,2,1,0,1,0,0,36589,27799,28699,25659,24982,28666,23032,14002,15546,5464,5589,13739,1
4434,120000,2,2,2,34,2,0,0,1,0,0,94138,110226,95322,86471,92177,78251,36005,39999,35793,34113,43129,39752,0
4435,90000,2,2,1,42,4,5,3,0,4,0,78585,76975,72387,64097,62421,59696,1572,2677,2448,1282,1248,8543,1
4436,110000,1,1,2,43,0,0,3,-1,2,0,26640,30221,25784,28422,30098,24516,8550,13460,3898,9323,8265,7509,1
4437,80000,2,1,1,40,-1,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4438,40000,1,2,2,32,2,1,0,0,0,1,27320,29098,25480,27358,27934,23531,12030,11463,10589,8137,4579,5064,0
4439,50000,2,2,2,48,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4440,190000,1,3,2,36,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1
4441,30000,1,2,2,38,-1,0,-1,0,0,2,18500,20257,17164,13261,13748,15174,10972,12086,7766,6414,5669,4563,0
4442,170000,2,1,1,42,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
4443,140000,1,2,2,34,0,0,0,-1,0,0,66463,69511,74858,90050,101243,99328,37490,27244,58697,28789,77292,40438,1
4444,180000,2,3,1,45,-1,-1,-1,-1,-1,0,7380,7429,7898,7819,5451,6288,5082,6650,7382,7819,5284,5372,0
4445,140000,2,3,2,38,0,0,1,0,1,1,69212,54711,53397,47865,38808,44758,21587,27570,24577,14294,22980,19652,0
4446,120000,2,3,1,32,-1,-1,0,-1,-1,-1,17210,12886,15039,13833,10817,11921,17210,9161,14476,9945,9165,9192,0
4447,50000,1,2,1,40,0,0,0,0,0,0,15299,20546,15180,13160,11615,8554,6545,14820,4992,6855,4109,3323,1
4448,80000,1,1,2,26,0,-1,0,0,-1,0,33870,25079,28351,35010,35143,24943,18846,9069,16207,14719,18528,15445,0
4449,180000,2,2,2,37,2,1,1,1,1,1,130820,145650,156353,145852,149774,158703,17957,25591,27502,50305,7264,15928,1
4450,140000,2,2,2,33,-1,-1,0,0,2,0,35088,32403,34477,30263,30679,35971,22991,18370,16451,15858,16546,16197,0
4451,70000,1,3,1,42,-1,0,-1,0,-1,-1,1325,1348,1163,1212,1322,1155,1098,1133,970,921,1037,782,0
4452,70000,1,3,1,42,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
4453,400000,2,2,1,30,-1,-1,-1,-1,-1,0,21504,21479,21991,24868,26252,23912,17143,21479,21991,22944,24721,16928,0
4454,50000,1,1,2,28,0,0,0,0,0,0,8638,8249,8881,8974,9755,10444,3478,3650,3605,3975,3907,4186,0
4455,100000,2,2,2,47,0,0,0,0,0,0,40420,43992,49093,48486,40928,37970,10935,10514,22798,22241,18219,20312,0
4456,80000,1,3,1,50,4,5,4,2,0,1,86404,86754,86547,81833,75941,84784,1728,1735,1731,1637,1519,1696,1
4457,210000,2,2,2,58,-1,0,-1,0,-1,0,98133,87048,92338,86782,98070,92891,85653,58439,65797,56559,85257,52873,0
4458,190000,2,1,1,32,0,-1,-1,-1,-1,-1,36667,34786,30107,24700,23420,25520,24738,17250,15442,12435,20692,19159,1
4459,170000,1,2,2,30,-1,-1,-1,0,0,0,23529,27206,29290,33832,27811,33043,18397,19815,18766,25524,24690,28383,0
4460,110000,2,2,1,26,-1,0,1,1,0,0,65285,65978,58731,57063,48634,49125,34691,24701,20946,34212,33600,26245,0
4461,140000,1,3,2,33,0,1,0,1,0,2,67035,50070,47287,52535,46893,49674,31769,23029,30353,39185,18964,19370,1
4462,600000,2,2,2,21,-1,-1,0,0,2,-1,384710,421862,523877,541391,515820,518647,249241,259178,217298,378523,410944,298438,1
4463,630000,2,2,2,31,0,0,1,0,2,1,402072,418096,397203,406509,331400,326407,178219,113563,51382,111514,100587,54257,0
4464,170000,1,1,2,36,0,-1,0,-1,-1,-1,39747,36418,31900,34342,34309,44927,24586,21524,23416,22261,29391,39083,0
4465,70000,2,2,1,21,1,2,0,0,1,0,45603,47248,55620,63838,60857,82243,15358,16554,9316,1277,29208,16753,0
4466,100000,2,1,2,36,0,1,0,0,0,1,47676,54569,54134,50586,42482,49853,19035,31675,23002,23737,29367,16567,1
4467,180000,2,2,2,45,-1,0,-1,2,0,1,36238,39048,39704,41194,28958,26823,20643,24456,15314,22192,13500,13771,1
4468,70000,1,3,2,38,-1,-1,0,-1,0,1,24436,23545,24613,26577,24008,20296,14349,12928,15587,17801,13782,8737,0
4469,100000,2,2,2,42,2,3,5,2,3,1,111610,106944,91579,104284,103019,95015,2232,2139,1832,17989,2060,1900,1
4470,140000,1,2,1,28,-1,-1,0,0,0,0,32142,40789,43430,46748,43056,43018,21407,34898,34378,38717,36732,38453,0
4471,40000,2,2,2,21,3,0,0,1,-1,0,13570,13247,12672,11833,10954,9468,6814,8155,6570,6418,7659,5630,0
4472,150000,1,3,2,45,-1,-1,-1,-1,0,0,58504,60856,60236,59810,58378,71726,35667,50800,37169,49416,42827,28894,1
4473,60000,2,3,2,38,3,3,1,1,3,0,65518,70828,70312,76006,79521,99270,5529,9758,16530,3692,1590,8303,1
4474,170000,2,2,2,34,0,0,0,0,1,0,123920,117330,89215,84581,85820,95118,35065,23725,27432,36912,23709,19603,0
4475,110000,1,2,2,35,-1,-1,-1,0,-1,0,32334,28025,24458,25849,24945,26868,26777,22479,16873,22537,17947,22531,0
4476,50000,2,2,1,25,-1,1,0,1,1,0,32501,35465,34672,40773,42334,46864,11974,14003,14187,25441,23709,15526,0
4477,80000,2,2,1,38,0,-1,0,2,0,0,18378,17367,17279,19798,20590,20743,5504,9902,14489,7607,9243,16006,0
4478,130000,1,2,1,38,-1,-1,0,0,0,1,43680,39920,40530,43258,47058,38296,33767,20712,34023,33548,39496,27917,0
4479,30000,2,3,2,37,0,0,2,0,0,-1,10742,10006,10491,12100,13134,12413,1887,3318,2040,2095,2344,4021,0
4480,150000,2,2,1,31,-1,-1,0,-1,0,0,27709,19599,20863,24641,24668,16802,11407,7666,8074,4533,6509,9231,1
4481,70000,1,2,1,39,0,0,1,0,0,0,12768,12164,10567,9586,9243,8416,7335,6457,6681,3836,6628,4282,0
4482,170000,2,1,2,38,-1,0,1,0,-1,0,47924,53374,49465,50113,50025,44610,39800,33738,25316,30378,23073,29584,0
4483,280000,2,2,2,38,2,2,0,0,0,-1,60881,57758,64155,65970,54323,54553,26308,27464,35810,44484,19231,22373,0
4484,200000,1,2,1,35,-1,0,-1,1,0,-1,113612,101925,105967,94747,96343,99530,51429,54566,43918,49192,28611,52297,0
4485,100000,2,1,2,34,0,-1,0,0,-1,-1,23621,26407,25748,28155,29659,27511,12474,13911,11829,15145,18456,15046,1
4486,210000,2,3,1,33,-1,1,0,-1,-1,0,95215,69987,74903,76948,70767,75199,39366,48640,57605,54440,53505,51825,0
4487,110000,1,3,1,36,3,1,2,1,2,1,48684,47699,38574,40852,42983,53212,2015,7390,10562,8591,3797,5350,1
4488,130000,2,3,1,22,-1,-1,-1,-1,-1,-1,5868,5855,6077,6794,7785,7303,5394,4126,5716,6794,6128,5701,0
4489,570000,2,1,2,35,0,0,0,-1,-1,1,96923,92816,104373,113788,113065,123640,22079,42594,34934,42289,44852,37303,1
4490,190000,2,2,1,33,0,-1,-1,-1,-1,1,62324,65737,74550,62212,61924,62740,50558,34483,55301,36847,45927,29533,0
4491,60000,2,1,1,50,2,3,0,2,1,0,52519,47612,54501,50012,56496,56173,1659,12419,4965,5121,2298,1123,1
4492,140000,1,2,1,25,-1,0,-1,-1,-1,-1,4798,4432,4097,3359,3015,3394,3350,3616,3160,3102,2762,2919,0
4493,160000,1,1,2,23,-1,-1,-1,-1,-1,-1,30233,28314,28150,30184,33191,34769,28557,22077,19656,26685,28457,26260,1
4494,160000,1,2,1,29,-1,-1,0,0,0,0,13784,14368,17500,13385,13191,13664,10623,13035,12023,10737,11196,11488,0
4495,110000,2,1,1,37,-1,-1,0,1,0,0,86438,79768,77273,68002,67491,65677,47813,34369,34058,23815,18938,23584,0
4496,160000,2,1,2,33,-1,-1,-1,-1,-1,-1,4245,4824,4153,4363,5135,5703,3661,4211,3593,3467,4422,5703,0
4497,110000,2,2,1,21,-1,-1,-1,0,-1,0,14732,13697,14951,14654,11784,11844,9715,9950,7743,11179,9210,7622,0
4498,170000,2,1,2,23,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
4499,300000,2,3,2,45,0,-1,0,1,2,0,147033,176796,138765,113075,88058,83184,82640,104500,47584,62339,56826,47602,0
4500,150000,1,1,2,53,0,-1,0,-1,-1,-1,21298,24472,24333,23213,19698,21347,11671,17257,12262,17571,13076,13590,0
4501,150000,2,2,2,40,-1,-1,-1,-1,-1,0,7060,7002,7402,7771,7686,7342,6846,6970,6943,7771,7686,6633,0
4502,190000,1,1,2,33,1,0,0,0,0,-1,93731,90275,92480,98062,98394,113913,25120,16522,19561,29628,22839,42039,0
4503,220000,1,2,1,37,-1,-1,-1,0,-1,-1,11337,12072,11899,10529,11138,11677,10763,11624,8833,8913,11138,11677,0
4504,80000,1,1,2,28,0,0,0,-1,0,0,57275,52625,51328,61400,71269,67082,15852,15331,1027,13804,7138,21922,0
4505,60000,2,6,2,47,-1,-1,0,-1,-1,-1,17049,14555,14483,16416,17205,19867,7243,9091,12128,10450,14605,17377,0
4506,40000,2,3,2,49,0,3,2,1,3,0,29881,28851,29202,27517,27443,25131,6021,1879,6495,892,549,503,1
4507,150000,1,3,2,28,0,0,0,0,0,0,55460,54634,53333,57434,68322,64596,29254,22284,9510,6718,33068,30128,0
4508,590000,2,1,2,39,-1,-1,0,0,0,-1,98781,126122,123412,109371,114391,115734,98781,116654,99218,75267,106801,102453,0
4509,120000,2,2,1,31,-1,-1,-1,-1,0,0,29990,24145,24099,22580,17596,19805,24960,18308,16945,17727,13654,17226,0
4510,20000,2,3,1,40,0,0,1,-1,0,0,9297,9547,7919,7614,7383,7160,3339,4376,3577,3545,2750,1238,1
4511,230000,1,2,1,32,-1,1,0,0,0,0,13191,13950,14925,13629,14849,13563,9270,8661,9326,9026,10296,10213,0
4512,140000,1,1,1,28,-1,0,0,0,-1,1,44708,51589,46943,48852,50921,46686,25829,31583,25160,25537,25319,33043,0
4513,80000,1,2,2,37,3,2,1,0,0,0,57462,53921,37888,30028,30176,30026,1149,10340,5338,1725,4872,10852,0
4514,60000,2,3,2,23,-1,-1,0,0,-1,-1,5162,4606,4812,5251,5425,6500,3378,2721,4319,2747,3423,4602,0
4515,230000,2,1,1,35,0,0,0,3,1,-1,86960,101779,110194,131362,131029,121606,39348,68433,31081,81717,64749,77769,0
4516,100000,1,1,1,33,1,2,3,1,1,0,56484,48541,55251,55001,54818,58591,12271,11807,17901,4272,12570,22588,1
4517,170000,1,2,2,41,0,2,-1,0,1,-1,128293,136078,121841,109544,122547,128345,12626,51849,34306,37679,50504,36240,1
4518,110000,2,1,1,37,-1,0,0,1,-1,1,27168,27881,15605,15730,14090,15065,23656,20675,11908,9347,5939,9391,0
4519,330000,2,2,1,35,-1,0,0,-1,0,-1,70253,77184,77378,94898,82997,84568,40595,44931,28560,37081,37653,26434,0
4520,160000,1,2,1,43,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
4521,90000,2,2,2,42,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
4522,140000,2,1,0,43,0,2,1,0,0,0,56868,47907,53092,61616,56185,49797,27821,26012,32331,32414,25360,24387,1
4523,120000,2,2,2,26,-1,0,0,0,-1,-1,48037,42575,43714,48141,48419,47534,35227,20698,25926,23259,25588,25421,1
4524,60000,2,2,1,41,-1,0,0,2,-1,0,29316,30154,32218,32175,33471,40421,14931,13826,17709,17040,18434,26288,0
4525,60000,2,2,2,49,2,2,0,0,0,0,31454,32975,33499,35378,32572,35181,9448,7679,19714,9555,1660,14911,0
